sentence,labels,scores,ESG
"emissions from business travel, personnel commutes,  catering, waste treatment and water purification were assessed using an operational control approach.","['emissions', 'pollution', 'corporate compliance', 'health and safety', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.4398589034090028, 0.2320136089854322, 0.21797338869233468, 0.0374034508469721, 0.032200920761124026, 0.02166324018097441, 0.016082188485156374, 0.002619952002077641, 0.00011808793474481371, 6.625870218097919e-05]","['E', 'E', 'G', 'S', 'G', 'G', 'E', 'S', 'S', 'S']"
"cern applied the ecoinvent emission factors to activity-based data and used the 2021 gwp values of the intergovernmental panel on climate change (ipcc), which include all gases from the report ar6 climate change 2021: the physical science basis.","['emissions', 'pollution', 'transparancy', 'diversity and inclusion', 'board accountability', 'natural resources', 'corporate compliance', 'health and safety', 'philanthropy', 'training and education']","[0.43539370253064075, 0.3739025853625681, 0.14511094272572353, 0.016094477293233135, 0.014364467282341243, 0.005674164390344848, 0.004050091614035086, 0.003958870885882456, 0.000907543199169367, 0.0005431547160614553]","['E', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S', 'S']"
"the data from 2019 and 2020 has been recalculated using the same methodology and updated emission factors, which has resulted in changes to the previously reported data.","['emissions', 'pollution', 'natural resources', 'transparancy', 'corporate compliance', 'health and safety', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.28718293008628193, 0.2561024424712853, 0.17577149127890465, 0.09243526849045872, 0.06234004739975976, 0.053579834376091755, 0.030903110693049327, 0.030088619361920085, 0.006286859734187919, 0.005309396108060569]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
"as required by the gri standards and the greenhouse gas protocol, biogenic emissions have been calculated using the ipcc 2021 methodology and are also reported in this chapter alongside fossil emissions.","['emissions', 'pollution', 'natural resources', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'health and safety', 'philanthropy', 'training and education']","[0.3454335484184973, 0.33655641534585157, 0.26946668657249834, 0.03777795634880647, 0.0048173583695681425, 0.0029350605870579515, 0.002839982551987938, 7.09095766973317e-05, 6.694696916173485e-05, 3.513525987318246e-05]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
this is to account for the emissions from the biodegradation or combustion of biomass.,"['emissions', 'pollution', 'natural resources', 'transparancy', 'board accountability', 'corporate compliance', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.30350537259683724, 0.2898890996566981, 0.2825223200519672, 0.11918560087045041, 0.002386671283975948, 0.0021981757162008514, 0.00010984285512831672, 9.873397411115531e-05, 7.155363118131306e-05, 3.262936344941481e-05]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
cern does not participate in any offset scheme.,"['emissions', 'corporate compliance', 'natural resources', 'philanthropy', 'pollution', 'diversity and inclusion', 'board accountability', 'transparancy', 'health and safety', 'training and education']","[0.3414342468604244, 0.1824008000881907, 0.16409724202496478, 0.08406645681384439, 0.06866754805322446, 0.05057526785718024, 0.04310790945497193, 0.03905022052454155, 0.017237174644739384, 0.009363133677918162]","['E', 'G', 'E', 'S', 'E', 'S', 'G', 'G', 'S', 'S']"
"in this report, for business travel and personnel commutes  only travel by personnel on cerns payroll was considered (some 5000 people), as travel by cern users was outside the topic boundaries (see management approach).","['transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'emissions', 'natural resources', 'pollution', 'training and education', 'philanthropy']","[0.48212566134749923, 0.3143414974708517, 0.1384584408877686, 0.03247076554286011, 0.01065276983121903, 0.007796330504088584, 0.00704851121995397, 0.005352195585684619, 0.0009922103082433775, 0.000761617301830731]","['G', 'G', 'G', 'S', 'S', 'E', 'E', 'E', 'S', 'S']"
"furthermore, users business travel is usually paid for and  managed by their host institutions, and cern has only limited control and oversight in the matter.","['transparancy', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'health and safety', 'training and education', 'emissions', 'natural resources', 'pollution', 'philanthropy']","[0.4595733954754202, 0.2564189474409311, 0.11307127182053033, 0.057183901149637284, 0.0503892700948583, 0.020471376034210696, 0.015774921946620862, 0.01265282950153746, 0.007337010536656558, 0.007127075999597228]","['G', 'S', 'G', 'G', 'S', 'S', 'E', 'E', 'E', 'S']"
"due to the large size of cerns user community, it is likely that travel-related emissions for users are several times higher than those for the personnel on cerns payroll.","['emissions', 'pollution', 'natural resources', 'transparancy', 'health and safety', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.2797813961476724, 0.2673112411186416, 0.16798199228311486, 0.12220020798545686, 0.10688939376942967, 0.03193742164589749, 0.016453573000685028, 0.004503824586912277, 0.0025684924391530103, 0.00037245702303680735]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'G', 'S', 'S']"
emissions arising from business travel amounted to 151 tco2e and 827 tco2e in 2021 and 2022 respectively (0.4 and 2 tco2e biogenic).,"['emissions', 'pollution', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'natural resources', 'health and safety', 'philanthropy', 'training and education']","[0.48602850135059367, 0.39217220551575116, 0.08181171592450781, 0.014500942045684412, 0.01339725499735571, 0.007421609513556812, 0.003222398552178253, 0.0013499440276116385, 5.9610976109831506e-05, 3.581709665068994e-05]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"most of the emissions resulted from air travel, mainly long-haul flights.","['emissions', 'pollution', 'transparancy', 'health and safety', 'board accountability', 'natural resources', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3786762559601059, 0.3748744433024062, 0.1340204479845196, 0.06810321282575722, 0.03026148327831951, 0.0079675910163599, 0.0036320000177206086, 0.002182453098653992, 0.00021695236890475862, 6.516014725230488e-05]","['E', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S', 'S']"
the volume of travel continued to be impacted by the lasting effects of the covid-19 pandemic.,"['health and safety', 'transparancy', 'diversity and inclusion', 'pollution', 'board accountability', 'emissions', 'corporate compliance', 'natural resources', 'philanthropy', 'training and education']","[0.625436086063115, 0.26459619654938804, 0.04084265038812493, 0.025612150418507125, 0.014553861485510659, 0.01188042556983458, 0.008280120394696599, 0.005580150847496781, 0.002724116105276718, 0.0004942421780496393]","['S', 'G', 'S', 'E', 'G', 'E', 'G', 'E', 'S', 'S']"
commuting emissions amounted to 5443 tco2e and 5507 tco2e in 2021 and 2022 respectively (24 tco2e biogenic emissions for both years).,"['emissions', 'pollution', 'transparancy', 'natural resources', 'board accountability', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.36685137968772635, 0.35312694153452495, 0.11945410696342436, 0.1016444498287339, 0.019411342073404395, 0.019213818350563846, 0.012189348526938896, 0.00791131488018782, 0.00012778671150957515, 6.95114429859391e-05]","['E', 'E', 'G', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
"as with business travel, emissions resulting from commuting were calculated for employed and associated members of personnel on cerns payroll.","['emissions', 'pollution', 'health and safety', 'corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'natural resources', 'philanthropy', 'training and education']","[0.33642982963582757, 0.3113572379182824, 0.1375466869989831, 0.11931593153350081, 0.06633781266168011, 0.018790927002763747, 0.006731400782893941, 0.003406184792081552, 4.9351526802611234e-05, 3.463714718414966e-05]","['E', 'E', 'S', 'G', 'G', 'G', 'S', 'E', 'S', 'S']"
"in addition, some 11 000 users regularly visit cern for variable periods of time.","['transparancy', 'diversity and inclusion', 'natural resources', 'health and safety', 'board accountability', 'training and education', 'emissions', 'philanthropy', 'corporate compliance', 'pollution']","[0.349839520291893, 0.2003240558598288, 0.18416420036011003, 0.07241667286753126, 0.06908834225166426, 0.044417024060797554, 0.02808353733945531, 0.02392440921382047, 0.01679869840174751, 0.01094353935315179]","['G', 'S', 'E', 'S', 'G', 'S', 'E', 'S', 'G', 'E']"
their emissions are not included in the calculations.,"['emissions', 'pollution', 'transparancy', 'natural resources', 'corporate compliance', 'board accountability', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.31688902107123706, 0.31023415448595076, 0.18648475683962074, 0.09288455923666243, 0.02622906766210688, 0.025544692691121567, 0.022926789776688702, 0.016791273031492665, 0.0017808853034775249, 0.00023479990164167034]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"cerns goal for 2025 is to keep individual motorised  vehicle commuting constant, despite a growing scientific community, and to encourage alternative modes of transportation, such as public transport, cycling and car pooling.","['emissions', 'pollution', 'transparancy', 'natural resources', 'health and safety', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.43679439216419663, 0.29418065589621895, 0.10804747091462297, 0.07652299242820179, 0.0591379721271127, 0.017448827477670164, 0.004265641775365031, 0.002193751598250591, 0.0009980206030633836, 0.0004102750152977461]","['E', 'E', 'G', 'E', 'S', 'G', 'S', 'G', 'S', 'S']"
cern carried out a new survey of the mobility habits of its personnel at the end of 2022.,"['transparancy', 'health and safety', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'natural resources', 'training and education', 'emissions', 'philanthropy', 'pollution']","[0.24614430122996958, 0.2190738178313641, 0.1832308197357134, 0.12510038222873512, 0.0704876254688339, 0.05732752147537739, 0.04321132744311669, 0.029911642958469563, 0.014759961410028267, 0.010752600218391976]","['G', 'S', 'S', 'G', 'G', 'E', 'S', 'E', 'S', 'E']"
"this showed that 61% of cern personnel use individual motorised vehicles for their commuting, a reduction of 7% compared to the last survey in 2018.","['transparancy', 'emissions', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'pollution', 'natural resources', 'board accountability', 'philanthropy', 'training and education']","[0.2249050684181604, 0.20376291761896573, 0.1536190212073957, 0.12678122617225415, 0.10496865484433991, 0.08440492010245637, 0.05051248907861391, 0.04720626469825928, 0.0026499486868034367, 0.0011894891727510944]","['G', 'E', 'G', 'S', 'S', 'E', 'E', 'G', 'S', 'S']"
"for the 70% of cern personnel who commute to work from france, this is due in part to a lack of adequate public transport.","['transparancy', 'diversity and inclusion', 'emissions', 'health and safety', 'corporate compliance', 'natural resources', 'board accountability', 'pollution', 'training and education', 'philanthropy']","[0.4548904058382165, 0.1947693765873935, 0.10005200313582197, 0.06989711527319747, 0.06848017601765016, 0.050519144145164084, 0.03283209186826947, 0.01734790496609571, 0.007375176290037924, 0.003836605878153226]","['G', 'S', 'E', 'S', 'G', 'E', 'G', 'E', 'S', 'S']"
