sentence,labels,scores,ESG
"global warming potential (gwp) is based on the ipcc fourth assessment report, 2007 (ar4), which is also the  reference used in eu regulation 517/2014 on fluorinated greenhouse gases.","['emissions', 'pollution', 'board accountability', 'transparancy', 'diversity and inclusion', 'natural resources', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.6424401333599639, 0.3529034557261047, 0.001302752120179208, 0.0010434928255861624, 0.0006931380313385335, 0.0006830343011662596, 0.0003954364942437237, 0.00036101805977066954, 0.00011683513885356461, 6.070394279329409e-05]","['E', 'E', 'G', 'G', 'S', 'E', 'S', 'G', 'S', 'S']"
cerns direct greenhouse gas emissions (scope 1) are  mostly related to the use of various fluorinated gases (f-gases) for particle detection and detector cooling in the large lhc experiments.,"['emissions', 'pollution', 'transparancy', 'board accountability', 'natural resources', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'philanthropy', 'training and education']","[0.5290903880616673, 0.4673328406534143, 0.0012107976799521048, 0.0011561000242038798, 0.00037726616297019004, 0.0003300588225122051, 0.00018752277414816248, 0.0001871665290290428, 7.634944500916761e-05, 5.150984709366109e-05]","['E', 'E', 'G', 'G', 'E', 'S', 'S', 'G', 'S', 'S']"
"this includes sf6, hfcs and pfcs for particle detection, hfcs and pfcs for detector cooling and hfcs for air conditioning systems.","['pollution', 'health and safety', 'diversity and inclusion', 'emissions', 'transparancy', 'natural resources', 'board accountability', 'corporate compliance', 'training and education', 'philanthropy']","[0.40461392640639754, 0.22738211581414886, 0.14915320245783736, 0.09153982021950618, 0.06501664053391236, 0.028324533992077267, 0.014834814807751442, 0.013969043717232383, 0.00377070963526076, 0.001395192415875868]","['E', 'S', 'S', 'E', 'G', 'E', 'G', 'G', 'S', 'S']"
sf6 is also used for electrical insulation in power supply systems.,"['transparancy', 'natural resources', 'diversity and inclusion', 'emissions', 'board accountability', 'health and safety', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.3083347739415963, 0.25290457201079586, 0.1510148763465633, 0.0957110149793056, 0.053415180414964514, 0.047758879239057694, 0.04382630509177244, 0.026230991763529624, 0.011543113622458688, 0.009260292589955962]","['G', 'E', 'S', 'E', 'G', 'S', 'E', 'G', 'S', 'S']"
"in 2019 and 2020, the total amount of scope 1 greenhouse gas emissions was 78 169 and 98 997 tonnes of co2 equivalent (tco2e) respectively.","['emissions', 'pollution', 'natural resources', 'board accountability', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.41100764288112324, 0.40376085831916064, 0.14607989062714552, 0.013823139795081062, 0.01239106403682018, 0.00867994333030958, 0.002981603384292323, 0.0007478258093483593, 0.00034998959111733356, 0.00017804222560175034]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"this is less than half of the amount emitted over the period 2017-2018, since cerns accelerator complex was in its second long shutdown (ls2).","['emissions', 'pollution', 'natural resources', 'transparancy', 'health and safety', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.2770027671184858, 0.26789137485320885, 0.21104650568167344, 0.10257801291845704, 0.07771055599291996, 0.023187348116947684, 0.022064877126734703, 0.014283218547534194, 0.0034145160304279044, 0.0008208236136103584]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
"however, it is not zero due the fact that detector cooling is maintained during long shutdowns to avoid accelerated ageing of the particle detection systems.","['transparancy', 'health and safety', 'diversity and inclusion', 'emissions', 'natural resources', 'pollution', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.4853899516014979, 0.1480116343263936, 0.11179221628177276, 0.10640630625539776, 0.059070707727426015, 0.033922588032729656, 0.028751289415190784, 0.018757847585403796, 0.0060461513711603096, 0.0018513074030274375]","['G', 'S', 'S', 'E', 'E', 'E', 'G', 'G', 'S', 'S']"
"optimisation strategies  cerns greenhouse gas mitigation efforts focus on reducing f-gas emissions, since this is the main contributor.","['emissions', 'pollution', 'transparancy', 'board accountability', 'natural resources', 'corporate compliance', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.5206311682357262, 0.4652889888476537, 0.006233711887875361, 0.0031442420587721683, 0.0017113319591760211, 0.0013353759550350452, 0.0007986204517560825, 0.0004718111188964659, 0.00021631438781727336, 0.00016843509729170465]","['E', 'E', 'G', 'G', 'E', 'G', 'S', 'S', 'S', 'S']"
the organizations objective is to reduce its scope 1 emissions by 28% by the end of 2024 (baseline year: 2018).,"['emissions', 'pollution', 'corporate compliance', 'natural resources', 'transparancy', 'board accountability', 'health and safety', 'philanthropy', 'diversity and inclusion', 'training and education']","[0.35399806497269104, 0.30610387749151574, 0.2439015739698371, 0.0582518864212435, 0.02035262068955601, 0.014303437987508843, 0.001302161618431578, 0.0009307386581905991, 0.0007064613332630415, 0.00014917685776255147]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"to optimise the use of gases in the detectors, cern has developed an r&d strategy based on four pillars: gas recuperation, abatement, optimisation of current technologies, and replacing gases with more environmentally friendly ones.","['natural resources', 'emissions', 'pollution', 'health and safety', 'transparancy', 'diversity and inclusion', 'training and education', 'board accountability', 'corporate compliance', 'philanthropy']","[0.32790843619075427, 0.3185656673560241, 0.1808893648967505, 0.07247386350513808, 0.05321591804669743, 0.0225633627824855, 0.013297111985865546, 0.006179943686086851, 0.003555135328563846, 0.0013511962216338981]","['E', 'E', 'E', 'S', 'G', 'S', 'S', 'G', 'G', 'S']"
"during run 2 of the lhc, cern tested a prototype for an  hfc-134a recuperation plant on a real detector.","['natural resources', 'health and safety', 'training and education', 'emissions', 'diversity and inclusion', 'transparancy', 'corporate compliance', 'board accountability', 'pollution', 'philanthropy']","[0.33937740860651294, 0.2847782290741676, 0.14249272615975708, 0.1251903912654121, 0.034476853811539754, 0.020609480638502747, 0.017814269946583982, 0.0176036406022912, 0.015074399815806338, 0.002582600079426206]","['E', 'S', 'S', 'E', 'S', 'G', 'G', 'G', 'E', 'S']"
the results from the prototype so far show a recuperation efficiency of close to 85%.,"['natural resources', 'health and safety', 'emissions', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'pollution', 'training and education']","[0.5211278617976932, 0.20196246033157536, 0.07163102037138153, 0.05587618918563973, 0.03715804262668778, 0.03418211025976707, 0.02859194699916434, 0.021680726231741446, 0.01758377974646989, 0.010205862449879595]","['E', 'S', 'E', 'G', 'G', 'S', 'G', 'S', 'E', 'S']"
an updated prototype is being designed and is planned to be installed in two detectors in 2022.,"['health and safety', 'natural resources', 'emissions', 'transparancy', 'diversity and inclusion', 'board accountability', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.1723940404901425, 0.1639862016690695, 0.15539569448727594, 0.15232453060364343, 0.12803152335557286, 0.07721499501492068, 0.060624364793182346, 0.05120521929737038, 0.025678434090193623, 0.013144996198628734]","['S', 'E', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S']"
the detectors installed in the lhc experiments are equipped  with f-gas recirculation systems to reduce the consumption of gas.,"['emissions', 'natural resources', 'pollution', 'health and safety', 'transparancy', 'diversity and inclusion', 'board accountability', 'training and education', 'corporate compliance', 'philanthropy']","[0.267347643211433, 0.24116451729540705, 0.20720630642092658, 0.20453811169789451, 0.04232150807418353, 0.016534566156328402, 0.00940563592605345, 0.004833951760966312, 0.004132065977374658, 0.002515693479432456]","['E', 'E', 'E', 'S', 'G', 'S', 'G', 'S', 'G', 'S']"
"they have an average recirculation efficiency of 90%, due to gas purity requirements.","['natural resources', 'corporate compliance', 'emissions', 'health and safety', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.5062724779173811, 0.1588458516045687, 0.1022899139791615, 0.0543345175320213, 0.0515512354289353, 0.048429784736175034, 0.03715152464180051, 0.023983331269219987, 0.008687862788999655, 0.00845350010173693]","['E', 'G', 'E', 'S', 'E', 'G', 'G', 'S', 'S', 'S']"
the main contributors to cerns f-gas emissions are small leaks in the detectors as a result of their necessarily light construction.,"['emissions', 'pollution', 'health and safety', 'natural resources', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'training and education', 'philanthropy']","[0.3530401202702164, 0.33149633620565927, 0.15795491889678143, 0.12715194707343602, 0.014924647133484736, 0.006972407623768852, 0.003092080839899032, 0.002861862317129816, 0.0013672668791407318, 0.0011384127604836614]","['E', 'E', 'S', 'E', 'G', 'S', 'G', 'G', 'S', 'S']"
"during ls2, the experiments launched a leak repair campaign.","['natural resources', 'emissions', 'health and safety', 'pollution', 'transparancy', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.32233681150788324, 0.2319716828268999, 0.17915319443169045, 0.14008541983670034, 0.07642549480592523, 0.027319107654812144, 0.01003416479918757, 0.007043588329503915, 0.0039200214840242565, 0.001710514323372926]","['E', 'E', 'S', 'E', 'G', 'G', 'S', 'G', 'S', 'S']"
"not all planned repairs could be executed because of the covid-19 pandemic, but the campaign remains a priority.","['health and safety', 'transparancy', 'philanthropy', 'diversity and inclusion', 'natural resources', 'board accountability', 'corporate compliance', 'emissions', 'pollution', 'training and education']","[0.4918667604915739, 0.17262392735604495, 0.08825188032008167, 0.07087079759528334, 0.06947247336765186, 0.044418965823080324, 0.04036517538179483, 0.014548642232621863, 0.006825354700782827, 0.0007560227310844473]","['S', 'G', 'S', 'S', 'E', 'G', 'G', 'E', 'E', 'S']"
ls2 also marked the first steps towards replacing  f-gases with co2 in detector cooling systems.,"['emissions', 'pollution', 'natural resources', 'health and safety', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.3366187461529183, 0.2917681559494855, 0.2151672121720968, 0.08238588647270298, 0.03368651665668365, 0.01930317028113777, 0.014501604576608306, 0.003979583455182236, 0.0016188527222521123, 0.0009702715609323202]","['E', 'E', 'E', 'S', 'G', 'G', 'S', 'G', 'S', 'S']"
"co2 has a substantially lower global warming potential than f-gases, and it is also efficient in very small pipes, which are essential to some detector systems in the lhc.","['emissions', 'pollution', 'natural resources', 'transparancy', 'diversity and inclusion', 'health and safety', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.29934559328843285, 0.2722939573611369, 0.22360450178491845, 0.11940978324916347, 0.05208040149600505, 0.02011045204026961, 0.006236215380811214, 0.0043946433318715, 0.0018108066226536416, 0.0007136454447373454]","['E', 'E', 'E', 'G', 'S', 'S', 'G', 'G', 'S', 'S']"
the total amount of scope 2 greenhouse gas emissions  due to cern's electricity consumption was 10 672 and 9247 tco2e in 2019 and 2020 respectively.,"['emissions', 'pollution', 'natural resources', 'corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.38947294155728557, 0.3790834334332062, 0.15188782810177556, 0.02698672998329318, 0.02538839410885651, 0.0220863120372275, 0.003230990465425815, 0.0012808685304096287, 0.0003953499553763588, 0.00018715182714364482]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
the indirect energy emissions in 2019 also include 3075 tco2e from the electricity consumed by a cern-operated data centre at the wigner centre in hungary.,"['emissions', 'pollution', 'natural resources', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education']","[0.4352736823857367, 0.40612244950653353, 0.07453712857148047, 0.06222805401709802, 0.008411930261231475, 0.00624260390413718, 0.005408020671914105, 0.0012379428170476636, 0.0003521546569876891, 0.00018603320783312373]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
